job_title,company_name,description,payscale,location,job_type,company_type,date_posted,parent_source,active
Account Executive,[],"['So... what will you do as an Account Executive? First off, you’ll be ready to make an impact from day one! You’ll be energetic, driven, have a positive attitude and most importantly you’ll be a team player that is always ready to roll up your sleeves and get involved. Joining this team will see you working with a group of dynamic and collaborative MOOsters in a creative environment, working to bring in new business.\xa0']",Best In Industry,"Providence, RI",Perm - Full-time,,Yesterday,,True
Production Artist,[],"['The successful candidate will report to the Design Service Team Lead and work closely with the sales and service teams as well as our amazing MOO Customers.. Experience in the Adobe Creative Suites is a must as well as creating electronic layouts, reviewing, proofing, editing and resizing customer files. ', 'MOO’s the kind of workplace where you can really be yourself. Dye your hair purple. Hit the sofa with your laptop. Whatever helps you feel comfortable and happy at work. We want to help you grow in your career and set you up for success – while also recognising the importance of a healthy work/life balance.']",Best In Industry,London,Perm - Full-time,,Yesterday,,True
Design Services Manager,[],[],Best In Industry,"Providence, RI",Perm - Full-time,,Yesterday,,True
Senior Recruiter,[],['MOO’s a workplace where you can really be yourself. Dye your hair purple. Take your laptop to the sofa. Whatever helps you feel comfortable and happy at work. We want to do whatever we can to help you grow in your career (and make your home life fulfilling too).'],Best In Industry,"Providence, RI",Perm - Full-time,,Yesterday,,True
Social Channel Manager,[],[],Best In Industry,Boston,Perm - Full-time,,Yesterday,,True
Marketing Project Manager,[],['MOO’s the kind of workplace where you can really be yourself. Dye your hair purple. Hit the sofa with your laptop. Whatever helps you feel comfortable and happy at work. We want to help you grow in your career and set you up for success – while also recognising the importance of a healthy work/life balance.'],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Procurement Manager (Global),[],[],Best In Industry,London,Perm - Full-time,,Yesterday,,True
Manufacturing Operations Supervisor - Second Shift,[],[],Best In Industry,"Lincoln, RI",Perm - Full-time,,Yesterday,,True
HP Indigo Press Operator - Third Shift,[],[],Best In Industry,"Lincoln, RI",Perm - Full-time,,Yesterday,,True
Facilities Manager,[],"['You are excited about the opportunity to step into a role that is focused on providing an amazing workplace experience.', 'We work hard to create a representative, inclusive and super-friendly team, because we know that different experiences, perspectives and backgrounds make for a better workplace. And that creates a better experience for our customers. MOO doesn’t discriminate on the basis of race, color, religion or belief, gender, national origin, age, sexual orientation, marital status, disability or any other protected class.']",Best In Industry,"Lincoln, RI",Perm - Full-time,,Yesterday,,True
PR Consultant,[],['MOO’s a workplace where you can really be yourself. Dye your hair purple. Take your laptop to the sofa. Whatever helps you feel comfortable and happy at work. We want to do whatever we can to help you grow in your career (and make your home life fulfilling too).'],Best In Industry,Boston,Contractor,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Special Events and Communications Coordinator (Event Marketing),[],"['Like all DREAM employees, the Special Events & Communications Coordinator should demonstrate a strong commitment to DREAM’s mission and Maxims. Come join an organization that was recognized as one of the “50 Best Nonprofits to Work For” by The Nonprofit Times and as the winner of the Nonprofit Excellence Award – Silver Prize for Overall Management Excellence by the Nonprofit Coordinating Committee of New York.']",Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Major Gifts Officer,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Major Gifts Coordinator,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Fellowship Manager,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Director of Talent Operations and Employee Relations,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Director of Development,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Digital Communications & Brand Manager,[],"['Like all DREAM employees, the Digital Communications & Brand Manager should demonstrate a strong commitment to DREAM’s mission and Maxims. Come join an organization that was recognized as one of the “50 Best Nonprofits to Work For” by The Nonprofit Times and as the winner of the Nonprofit Excellence Award – Silver Prize for Overall Management Excellence by the Nonprofit Coordinating Committee of New York.']",Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Chief Talent Officer,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
Baseball/Softball Coach,[],[],Best In Industry,East Harlem- OST,Part-Time and Seasonal,,Yesterday,,True
[Summer 2020] Youth Worker,[],[],Best In Industry,Multi-Site,Part-Time and Seasonal,,Yesterday,,True
[Summer 2020] Reading Teachers,[],[],Best In Industry,Multi-Site,Part-Time and Seasonal,,Yesterday,,True
[Summer 2020] Enrichment Specialists,[],[],Best In Industry,Multi-Site,Part-Time and Seasonal,,Yesterday,,True
[Immediate Hire] Youth Worker,[],[],Best In Industry,East Harlem- OST,Part-Time and Seasonal,,Yesterday,,True
[Immediate Hire] Enrichment Specialist,[],"['Like all DREAM employees ', 'should demonstrate a strong commitment to the mission and values of DREAM and should have substantial expertise in all areas of responsibility. Come join an organization that has been recognized as one of the “50 Best Non-Profits to Work For” by The Nonprofit Times and as the winner of the Nonprofit Excellence Award – Silver Prize for Overall Management Excellence by the Nonprofit Coordinating Committee of New York.']",Best In Industry,Multi-Site,Part-Time and Seasonal,,Yesterday,,True
[Immediate Hire] Early Childhood (Centers) Specialist,[],[],Best In Industry,Multi-Site,Part-Time and Seasonal,,Yesterday,,True
[Immediate Hire] Athletic Coach,[],[],Best In Industry,East Harlem- OST,Part-Time and Seasonal,,Yesterday,,True
Principal-in-Residence,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
[Maternity Leave Replacement] Pre-Kindergarten Director,[],[],Best In Industry,East Harlem: PK-8,Full-Time,,Yesterday,,True
[Maternity Leave Replacement] HS ELA Learning Specialist,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[Immediate Hire] 5th grade Teacher,[],[],Best In Industry,East Harlem: PK-8,Full-Time,,Yesterday,,True
[2020-2021] Upper Elementary Teacher,[],[],Best In Industry,East Harlem: PK-8,Full-Time,,Yesterday,,True
[2020-2021] Pre-K Teacher,[],[],Best In Industry,East Harlem: PK-8,Full-Time,,Yesterday,,True
[2020-2021] Middle School Teaching Opportunities,[],[],Best In Industry,East Harlem: PK-8,Full-Time,,Yesterday,,True
[2020-2021] Lower Elementary Teacher,[],[],Best In Industry,East Harlem: PK-8,Full-Time,,Yesterday,,True
[2020-2021] High School Youth Development Specialist,[],[' \xa0\xa0'],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] High School Social Worker,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] High School Science Teacher,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] High School PE/Health Teacher,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] High School Math Teacher,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] High School History Teacher,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] High School ELA Teacher,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] Founding K-1st grade Teacher,[],[],Best In Industry,South Bronx- Elementary,Full-Time,,Yesterday,,True
[2020-2021] Director of College,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] College Counselor,[],[],Best In Industry,East Harlem- High School,Full-Time,,Yesterday,,True
[2020-2021] Academic Dean,[],[],Best In Industry,East Harlem- Network,Full-Time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Talent Acquisition Analyst,[],"['Se você busca aprender todos os dias com profissionais de destaque no mercado, ter a oportunidade de inovar e ter contato com novas tecnologias voltadas para o marketing, aqui você terá tudo isso em um ambiente dinâmico, colaborativo e inteligente.']",Best In Industry,Belo Horizonte,Full-time,,Yesterday,,True
HR Business Partner,[],"['Se você busca aprender todos os dias com profissionais de destaque no mercado, ter a oportunidade de inovar e ter contato com novas tecnologias voltadas para o marketing, aqui você terá tudo isso em um ambiente dinâmico, colaborativo e inteligente.']",Best In Industry,Belo Horizonte,Full-time,,Yesterday,,True
Inclusão de Pessoas com Deficiência (PCD),[],"['Além disso, estamos crescendo rápido e com muita solidez! Duplicamos nosso crescimento nos últimos três anos e nosso objetivo não será diferente para os próximos. Por isso, se você é uma pessoa apaixonada por desafios, autonomia, velocidade e desenvolvimento constante, quem sabe seu lugar é aqui com a gente?!']",Best In Industry,Belo Horizonte,Full-time,,Yesterday,,True
Supervisão de Criação,[],"['Se você busca aprender todos os dias com profissionais de destaque no mercado, ter a oportunidade de inovar e ter contato com novas tecnologias voltadas para o marketing, aqui você terá tudo isso em um ambiente dinâmico, colaborativo e inteligente.']",Best In Industry,Belo Horizonte,Full-time,,Yesterday,,True
Estágio em Design Gráfico,[],"['Duplicamos nosso crescimento nos últimos três anos e nosso objetivo não será diferente para os próximos. Por isso, se você é uma pessoa apaixonada por tecnologia, desafios, autonomia, velocidade e desenvolvimento constante. O seu lugar é aqui com a gente!']",Best In Industry,Belo Horizonte,Intern,,Yesterday,,True
Estágio em Conteúdo,[],"['Se você busca aprender todos os dias com profissionais de destaque no mercado, ter a oportunidade de inovar e ter contato com novas tecnologias voltadas para o marketing, aqui você terá tudo isso em um ambiente dinâmico, colaborativo e inteligente. ']",Best In Industry,Belo Horizonte,Intern,,Yesterday,,True
Analista de Marketing Digital - Product Marketing,[],"['Se você busca aprender todos os dias com profissionais de destaque no mercado, ter a oportunidade de inovar e ter contato com novas tecnologias voltadas para o marketing, aqui você terá tudo isso em um ambiente dinâmico, colaborativo e inteligente.\xa0']",Best In Industry,Belo Horizonte,Full-time,,Yesterday,,True
Analista de Marketing Digital - English Content,[],"['Se você busca aprender todos os dias com profissionais de destaque no mercado, ter a oportunidade de inovar e ter contato com novas tecnologias voltadas para o marketing, aqui você terá tudo isso em um ambiente dinâmico, colaborativo e inteligente.\xa0']",Best In Industry,Belo Horizonte,Full-time,,Yesterday,,True
